"","V1","V2","V3"
"17566",325,3570,6
"17568",325,3626,6
"17569",325,3746,4
"17570",325,3757,8
"17578",325,3941,6
"17579",325,3994,6
"18118",341,346,4
"18119",341,347,5
"18120",341,354,5
"18121",341,361,4
"18122",341,365,5
"18125",341,377,5
"18128",341,393,5
"18129",341,402,5
"18131",341,413,5
"18132",341,420,5
"18133",341,421,4
"18134",341,427,3
"18136",341,437,5
"18137",341,442,3
"18138",341,455,5
"18139",341,456,5
"18141",341,467,5
"18146",341,497,5
"18147",341,502,4
"18150",341,514,7
"18151",341,525,7
"18153",341,534,7
"18159",341,574,7
"18160",341,579,7
"18161",341,596,5
"18162",341,598,4
"18164",341,609,5
"18165",341,613,4
"18166",341,626,4
"18167",341,634,7
"18169",341,645,7
"18171",341,661,4
"18172",341,664,7
"18173",341,666,6
"18174",341,678,6
"18175",341,679,7
"18176",341,681,6
"18177",341,696,6
"18178",341,697,7
"18179",341,707,6
"18180",341,720,7
"18181",341,724,6
"18184",341,752,6
"18185",341,754,7
"18186",341,765,7
"18189",341,781,6
"18192",341,794,6
"18194",341,809,8
"18195",341,813,9
"18196",341,824,8
"18197",341,844,6
"18198",341,862,6
"18200",341,881,7
"18202",341,911,6
"18206",341,985,6
"18208",341,1028,7
"18209",341,1030,4
"18210",341,1044,6
"18211",341,1062,7
"18213",341,1074,7
"18214",341,1077,4
"18215",341,1085,7
"18217",341,1104,4
"18218",341,1112,7
"18220",341,1127,7
"18223",341,1175,7
"18224",341,1180,6
"18225",341,1185,7
"18226",341,1203,7
"18228",341,1227,7
"18230",341,1268,7
"18231",341,1274,6
"18232",341,1368,6
"18235",341,1419,7
"18236",341,1437,6
"18237",341,1465,8
"18238",341,1486,6
"18239",341,1492,7
"18240",341,1498,8
"18241",341,1543,4
"18242",341,1555,6
"18246",341,1620,6
"18248",341,1694,6
"18249",341,1704,8
"18251",341,1730,6
"18252",341,1744,8
"18253",341,1759,8
"18254",341,1763,8
"18257",341,1797,4
"18258",341,1799,5
"18260",341,1828,6
"18262",341,1846,4
"18265",341,1875,4
"18266",341,1896,7
"18269",341,1923,7
"18270",341,1947,7
"18273",341,1966,5
"18275",341,1986,7
"18277",341,2006,7
"18281",341,2069,5
"18284",341,2107,5
"18285",341,2118,5
"18287",341,2141,5
"18288",341,2158,5
"18291",341,2192,6
"18292",341,2196,7
"18293",341,2211,4
"18294",341,2230,5
"18295",341,2242,5
"18298",341,2295,7
"18300",341,2327,7
"18301",341,2332,6
"18302",341,2340,5
"18304",341,2381,7
"18305",341,2389,3
"18306",341,2413,6
"18307",341,2418,5
"18308",341,2452,6
"18310",341,2488,5
"18311",341,2498,6
"18313",341,2512,6
"18314",341,2523,7
"18315",341,2535,7
"18316",341,2585,8
"18317",341,2607,6
"18318",341,2682,6
"18319",341,2701,9
"18320",341,2827,5
"18321",341,2835,7
"18324",341,2857,5
"18326",341,2877,7
"18327",341,2880,5
"18328",341,2897,5
"18329",341,2908,4
"18330",341,2915,6
"18331",341,2919,7
"18335",341,2954,3
"18336",341,2984,3
"18341",341,3029,5
"18347",341,3085,6
"18348",341,3134,6
"18350",341,3261,9
"18353",341,3341,7
"18356",341,3375,5
"18357",341,3380,7
"18358",341,3388,6
"18359",341,3415,5
"18361",341,3435,5
"18362",341,3443,7
"18363",341,3486,5
"18364",341,3488,4
"18365",341,3524,7
"18367",341,3570,5
"18369",341,3626,5
"18370",341,3746,5
"18371",341,3757,7
"18379",341,3941,5
"18380",341,3994,5
"18384",346,347,3
"18385",346,354,5
"18386",346,361,4
"18387",346,365,7
"18390",346,377,5
"18393",346,393,7
"18394",346,402,5
"18396",346,413,7
"18397",346,420,5
"18398",346,421,6
"18399",346,427,7
"18401",346,437,9
"18402",346,442,5
"18403",346,455,7
"18404",346,456,5
"18406",346,467,5
"18411",346,497,7
"18412",346,502,4
"18415",346,514,7
"18416",346,525,7
"18418",346,534,7
"18424",346,574,7
"18425",346,579,7
"18426",346,596,7
"18427",346,598,4
"18429",346,609,7
"18430",346,613,6
"18431",346,626,6
"18432",346,634,5
"18434",346,645,9
"18436",346,661,8
"18437",346,664,7
"18438",346,666,4
"18439",346,678,6
"18440",346,679,7
"18441",346,681,8
"18442",346,696,8
"18443",346,697,9
"18444",346,707,6
"18445",346,720,7
"18446",346,724,8
"18449",346,752,6
"18450",346,754,7
"18451",346,765,9
"18454",346,781,6
"18457",346,794,4
"18459",346,809,8
"18460",346,813,7
"18461",346,824,6
"18462",346,844,6
"18463",346,862,4
"18465",346,881,9
"18467",346,911,8
"18471",346,985,6
"18473",346,1028,3
"18474",346,1030,4
"18475",346,1044,4
"18476",346,1062,5
"18478",346,1074,5
"18479",346,1077,4
"18480",346,1085,5
"18482",346,1104,4
"18483",346,1112,5
"18485",346,1127,5
"18488",346,1175,7
"18489",346,1180,6
"18490",346,1185,5
"18491",346,1203,9
"18493",346,1227,7
"18495",346,1268,5
"18496",346,1274,4
"18497",346,1368,4
"18500",346,1419,9
"18501",346,1437,6
"18502",346,1465,8
"18503",346,1486,6
"18504",346,1492,7
"18505",346,1498,4
"18506",346,1543,6
"18507",346,1555,8
"18511",346,1620,6
"18513",346,1694,8
"18514",346,1704,6
"18516",346,1730,8
"18517",346,1744,8
"18518",346,1759,8
"18519",346,1763,10
"18522",346,1797,6
"18523",346,1799,7
"18525",346,1828,4
"18527",346,1846,6
"18530",346,1875,4
"18531",346,1896,7
"18534",346,1923,9
"18535",346,1947,7
"18538",346,1966,7
"18540",346,1986,7
"18542",346,2006,7
"18546",346,2069,7
"18549",346,2107,5
"18550",346,2118,5
"18552",346,2141,5
"18553",346,2158,5
"18556",346,2192,6
"18557",346,2196,5
"18558",346,2211,6
"18559",346,2230,7
"18560",346,2242,5
"18563",346,2295,7
"18565",346,2327,7
"18566",346,2332,6
"18567",346,2340,3
"18569",346,2381,7
"18570",346,2389,5
"18571",346,2413,4
"18572",346,2418,5
"18573",346,2452,4
"18575",346,2488,7
"18576",346,2498,6
"18578",346,2512,6
"18579",346,2523,5
"18580",346,2535,7
"18581",346,2585,8
"18582",346,2607,8
"18583",346,2682,6
"18584",346,2701,9
"18585",346,2827,5
"18586",346,2835,5
"18589",346,2857,7
"18591",346,2877,7
"18592",346,2880,5
"18593",346,2897,5
"18594",346,2908,4
"18595",346,2915,6
"18596",346,2919,7
"18600",346,2954,5
"18601",346,2984,7
"18606",346,3029,7
"18612",346,3085,4
"18613",346,3134,4
"18615",346,3261,7
"18618",346,3341,5
"18621",346,3375,7
"18622",346,3380,3
"18623",346,3388,4
"18624",346,3415,5
"18626",346,3435,5
"18627",346,3443,5
"18628",346,3486,5
"18629",346,3488,4
"18630",346,3524,5
"18632",346,3570,5
"18634",346,3626,7
"18635",346,3746,5
"18636",346,3757,5
"18644",346,3941,5
"18645",346,3994,5
"18649",347,354,4
"18650",347,361,5
"18651",347,365,4
"18654",347,377,4
"18657",347,393,6
"18658",347,402,4
"18660",347,413,4
"18661",347,420,8
"18662",347,421,9
"18663",347,427,4
"18665",347,437,8
"18666",347,442,4
"18667",347,455,4
"18668",347,456,4
"18670",347,467,4
"18675",347,497,4
"18676",347,502,5
"18679",347,514,6
"18680",347,525,6
"18682",347,534,8
"18688",347,574,6
"18689",347,579,6
"18690",347,596,6
"18691",347,598,7
"18693",347,609,6
"18694",347,613,7
"18695",347,626,7
"18696",347,634,6
"18698",347,645,10
"18700",347,661,7
"18701",347,664,6
"18702",347,666,5
"18703",347,678,7
"18704",347,679,8
"18705",347,681,9
"18706",347,696,7
"18707",347,697,8
"18708",347,707,7
"18709",347,720,6
"18710",347,724,7
"18713",347,752,7
"18714",347,754,6
"18715",347,765,6
"18718",347,781,7
"18721",347,794,7
"18723",347,809,7
"18724",347,813,6
"18725",347,824,5
"18726",347,844,7
"18727",347,862,5
"18729",347,881,6
"18731",347,911,9
"18735",347,985,7
"18737",347,1028,6
"18738",347,1030,7
"18739",347,1044,5
"18740",347,1062,6
"18742",347,1074,6
"18743",347,1077,5
"18744",347,1085,6
"18746",347,1104,5
"18747",347,1112,4
"18749",347,1127,6
"18752",347,1175,6
"18753",347,1180,5
"18754",347,1185,8
"18755",347,1203,6
"18757",347,1227,4
"18759",347,1268,6
"18760",347,1274,3
"18761",347,1368,5
"18764",347,1419,6
"18765",347,1437,7
"18766",347,1465,7
"18767",347,1486,5
"18768",347,1492,6
"18769",347,1498,3
"18770",347,1543,5
"18771",347,1555,7
"18775",347,1620,3
"18777",347,1694,5
"18778",347,1704,5
"18780",347,1730,7
"18781",347,1744,7
"18782",347,1759,7
"18783",347,1763,9
"18786",347,1797,7
"18787",347,1799,6
"18789",347,1828,5
"18791",347,1846,5
"18794",347,1875,5
"18795",347,1896,6
"18798",347,1923,6
"18799",347,1947,4
"18802",347,1966,6
"18804",347,1986,4
"18806",347,2006,4
"18810",347,2069,8
"18813",347,2107,4
"18814",347,2118,8
"18816",347,2141,4
"18817",347,2158,6
"18820",347,2192,7
"18821",347,2196,6
"18822",347,2211,9
"18823",347,2230,8
"18824",347,2242,6
"18827",347,2295,6
"18829",347,2327,6
"18830",347,2332,5
"18831",347,2340,4
"18833",347,2381,6
"18834",347,2389,6
"18835",347,2413,5
"18836",347,2418,6
"18837",347,2452,5
"18839",347,2488,6
"18840",347,2498,7
"18842",347,2512,7
"18843",347,2523,4
"18844",347,2535,8
"18845",347,2585,7
"18846",347,2607,5
"18847",347,2682,7
"18848",347,2701,6
"18849",347,2827,4
"18850",347,2835,6
"18853",347,2857,8
"18855",347,2877,6
"18856",347,2880,8
"18857",347,2897,4
"18858",347,2908,7
"18859",347,2915,7
"18860",347,2919,6
"18864",347,2954,6
"18865",347,2984,8
"18870",347,3029,8
"18876",347,3085,3
"18877",347,3134,3
"18879",347,3261,4
"18882",347,3341,6
"18885",347,3375,6
"18886",347,3380,4
"18887",347,3388,5
"18888",347,3415,4
"18890",347,3435,4
"18891",347,3443,6
"18892",347,3486,4
"18893",347,3488,7
"18894",347,3524,6
"18896",347,3570,4
"18898",347,3626,6
"18899",347,3746,6
"18900",347,3757,6
"18908",347,3941,6
"18909",347,3994,4
"18913",354,361,5
"18914",354,365,4
"18917",354,377,6
"18920",354,393,8
"18921",354,402,4
"18923",354,413,8
"18924",354,420,4
"18925",354,421,7
"18926",354,427,4
"18928",354,437,8
"18929",354,442,6
"18930",354,455,4
"18931",354,456,4
"18933",354,467,6
"18938",354,497,4
"18939",354,502,5
"18942",354,514,4
"18943",354,525,8
"18945",354,534,6
"18951",354,574,6
"18952",354,579,6
"18953",354,596,6
"18954",354,598,5
"18956",354,609,4
"18957",354,613,5
"18958",354,626,5
"18959",354,634,6
"18961",354,645,8
"18963",354,661,7
"18964",354,664,8
"18965",354,666,7
"18966",354,678,5
"18967",354,679,6
"18968",354,681,7
"18969",354,696,9
"18970",354,697,10
"18971",354,707,7
"18972",354,720,8
"18973",354,724,7
"18976",354,752,5
"18977",354,754,4
"18978",354,765,8
"18981",354,781,7
"18984",354,794,7
"18986",354,809,7
"18987",354,813,8
"18988",354,824,7
"18989",354,844,7
"18990",354,862,7
"18992",354,881,6
"18994",354,911,7
"18998",354,985,9
"19000",354,1028,4
"19001",354,1030,3
"19002",354,1044,7
"19003",354,1062,4
"19005",354,1074,4
"19006",354,1077,5
"19007",354,1085,8
"19009",354,1104,5
"19010",354,1112,6
"19012",354,1127,4
"19015",354,1175,6
"19016",354,1180,7
"19017",354,1185,6
"19018",354,1203,8
"19020",354,1227,6
"19022",354,1268,6
"19023",354,1274,7
"19024",354,1368,7
"19027",354,1419,8
"19028",354,1437,9
"19029",354,1465,9
"19030",354,1486,5
"19031",354,1492,6
"19032",354,1498,7
"19033",354,1543,7
"19034",354,1555,9
"19038",354,1620,5
"19040",354,1694,7
"19041",354,1704,7
"19043",354,1730,7
"19044",354,1744,7
"19045",354,1759,9
"19046",354,1763,9
"19049",354,1797,5
"19050",354,1799,4
"19052",354,1828,7
"19054",354,1846,5
"19057",354,1875,5
"19058",354,1896,4
"19061",354,1923,6
"19062",354,1947,8
"19065",354,1966,6
"19067",354,1986,4
"19069",354,2006,4
"19073",354,2069,6
"19076",354,2107,6
"19077",354,2118,4
"19079",354,2141,6
"19080",354,2158,4
"19083",354,2192,5
"19084",354,2196,6
"19085",354,2211,5
"19086",354,2230,6
"19087",354,2242,4
"19090",354,2295,6
"19092",354,2327,8
"19093",354,2332,5
"19094",354,2340,6
"19096",354,2381,8
"19097",354,2389,4
"19098",354,2413,5
"19099",354,2418,4
"19100",354,2452,5
"19102",354,2488,8
"19103",354,2498,5
"19105",354,2512,5
"19106",354,2523,8
"19107",354,2535,6
"19108",354,2585,7
"19109",354,2607,3
"19110",354,2682,5
"19111",354,2701,8
"19112",354,2827,6
"19113",354,2835,8
"19116",354,2857,8
"19118",354,2877,8
"19119",354,2880,6
"19120",354,2897,6
"19121",354,2908,5
"19122",354,2915,5
"19123",354,2919,4
"19127",354,2954,8
"19128",354,2984,6
"19133",354,3029,8
"19139",354,3085,5
"19140",354,3134,3
"19142",354,3261,8
"19145",354,3341,6
"19148",354,3375,6
"19149",354,3380,6
"19150",354,3388,5
"19151",354,3415,4
"19153",354,3435,4
"19154",354,3443,6
"19155",354,3486,6
"19156",354,3488,7
"19157",354,3524,4
"19159",354,3570,4
"19161",354,3626,6
"19162",354,3746,6
"19163",354,3757,8
"19171",354,3941,6
"19172",354,3994,8
"19176",361,365,3
"19179",361,377,3
"19182",361,393,5
"19183",361,402,3
"19185",361,413,5
"19186",361,420,5
"19187",361,421,4
"19188",361,427,5
"19190",361,437,5
"19191",361,442,5
"19192",361,455,5
"19193",361,456,5
"19195",361,467,5
"19200",361,497,5
"19201",361,502,4
"19204",361,514,7
"19205",361,525,7
"19207",361,534,5
"19213",361,574,7
"19214",361,579,7
"19215",361,596,5
"19216",361,598,6
"19218",361,609,5
"19219",361,613,4
"19220",361,626,6
"19221",361,634,7
"19223",361,645,7
"19225",361,661,6
"19226",361,664,7
"19227",361,666,6
"19228",361,678,6
"19229",361,679,7
"19230",361,681,4
"19231",361,696,8
"19232",361,697,7
"19233",361,707,6
"19234",361,720,7
"19235",361,724,6
"19238",361,752,6
"19239",361,754,7
"19240",361,765,7
"19243",361,781,4
"19246",361,794,8
"19248",361,809,4
"19249",361,813,7
"19250",361,824,6
"19251",361,844,4
"19252",361,862,4
"19254",361,881,7
"19256",361,911,8
"19260",361,985,6
"19262",361,1028,7
"19263",361,1030,4
"19264",361,1044,6
"19265",361,1062,3
"19267",361,1074,5
"19268",361,1077,6
"19269",361,1085,7
"19271",361,1104,6
"19272",361,1112,7
"19274",361,1127,7
"19277",361,1175,5
"19278",361,1180,6
"19279",361,1185,7
"19280",361,1203,5
"19282",361,1227,7
"19284",361,1268,7
"19285",361,1274,6
"19286",361,1368,6
"19289",361,1419,9
"19290",361,1437,8
"19291",361,1465,6
"19292",361,1486,6
"19293",361,1492,7
"19294",361,1498,8
"19295",361,1543,6
"19296",361,1555,6
"19300",361,1620,4
"19302",361,1694,8
"19303",361,1704,8
"19305",361,1730,6
"19306",361,1744,8
"19307",361,1759,10
"19308",361,1763,6
"19311",361,1797,6
"19312",361,1799,7
"19314",361,1828,6
"19316",361,1846,6
"19319",361,1875,6
"19320",361,1896,5
"19323",361,1923,7
"19324",361,1947,7
"19327",361,1966,7
"19329",361,1986,7
"19331",361,2006,5
"19335",361,2069,5
"19338",361,2107,7
"19339",361,2118,5
"19341",361,2141,7
"19342",361,2158,7
"19345",361,2192,4
"19346",361,2196,3
"19347",361,2211,4
"19348",361,2230,3
"19349",361,2242,5
"19352",361,2295,5
"19354",361,2327,5
"19355",361,2332,6
"19356",361,2340,5
"19358",361,2381,5
"19359",361,2389,5
"19360",361,2413,4
"19361",361,2418,7
"19362",361,2452,4
"19364",361,2488,7
"19365",361,2498,4
"19367",361,2512,6
"19368",361,2523,7
"19369",361,2535,7
"19370",361,2585,8
"19371",361,2607,6
"19372",361,2682,6
"19373",361,2701,7
"19374",361,2827,7
"19375",361,2835,5
"19378",361,2857,5
"19380",361,2877,7
"19381",361,2880,5
"19382",361,2897,5
"19383",361,2908,4
"19384",361,2915,4
"19385",361,2919,5
"19389",361,2954,5
"19390",361,2984,7
"19395",361,3029,5
"19401",361,3085,6
"19402",361,3134,6
"19404",361,3261,9
"19407",361,3341,7
"19410",361,3375,5
"19411",361,3380,5
"19412",361,3388,6
"19413",361,3415,5
"19415",361,3435,5
"19416",361,3443,5
"19417",361,3486,3
"19418",361,3488,4
"19419",361,3524,5
"19421",361,3570,5
"19423",361,3626,3
"19424",361,3746,5
"19425",361,3757,9
"19433",361,3941,5
"19434",361,3994,5
"19440",365,377,4
"19443",365,393,6
"19444",365,402,4
"19446",365,413,4
"19447",365,420,4
"19448",365,421,5
"19449",365,427,4
"19451",365,437,4
"19452",365,442,4
"19453",365,455,4
"19454",365,456,4
"19456",365,467,6
"19461",365,497,4
"19462",365,502,3
"19465",365,514,6
"19466",365,525,4
"19468",365,534,6
"19474",365,574,6
"19475",365,579,8
"19476",365,596,4
"19477",365,598,3
"19479",365,609,4
"19480",365,613,5
"19481",365,626,5
"19482",365,634,6
"19484",365,645,8
"19486",365,661,7
"19487",365,664,8
"19488",365,666,7
"19489",365,678,5
"19490",365,679,6
"19491",365,681,7
"19492",365,696,9
"19493",365,697,8
"19494",365,707,7
"19495",365,720,8
"19496",365,724,5
"19499",365,752,7
"19500",365,754,6
"19501",365,765,4
"19504",365,781,5
"19507",365,794,7
"19509",365,809,7
"19510",365,813,4
"19511",365,824,7
"19512",365,844,7
"19513",365,862,3
"19515",365,881,6
"19517",365,911,9
"19521",365,985,9
"19523",365,1028,6
"19524",365,1030,5
"19525",365,1044,7
"19526",365,1062,4
"19528",365,1074,4
"19529",365,1077,5
"19530",365,1085,4
"19532",365,1104,7
"19533",365,1112,6
"19535",365,1127,4
"19538",365,1175,4
"19539",365,1180,5
"19540",365,1185,6
"19541",365,1203,4
"19543",365,1227,6
"19545",365,1268,4
"19546",365,1274,5
"19547",365,1368,7
"19550",365,1419,8
"19551",365,1437,7
"19552",365,1465,7
"19553",365,1486,7
"19554",365,1492,6
"19555",365,1498,5
"19556",365,1543,5
"19557",365,1555,7
"19561",365,1620,3
"19563",365,1694,5
"19564",365,1704,7
"19566",365,1730,5
"19567",365,1744,7
"19568",365,1759,7
"19569",365,1763,5
"19572",365,1797,7
"19573",365,1799,6
"19575",365,1828,7
"19577",365,1846,3
"19580",365,1875,7
"19581",365,1896,4
"19584",365,1923,6
"19585",365,1947,6
"19588",365,1966,4
"19590",365,1986,6
"19592",365,2006,4
"19596",365,2069,8
"19599",365,2107,6
"19600",365,2118,6
"19602",365,2141,4
"19603",365,2158,4
"19606",365,2192,7
"19607",365,2196,6
"19608",365,2211,7
"19609",365,2230,4
"19610",365,2242,6
"19613",365,2295,6
"19615",365,2327,6
"19616",365,2332,7
"19617",365,2340,6
"19619",365,2381,4
"19620",365,2389,6
"19621",365,2413,3
"19622",365,2418,6
"19623",365,2452,5
"19625",365,2488,8
"19626",365,2498,5
"19628",365,2512,7
"19629",365,2523,8
"19630",365,2535,6
"19631",365,2585,7
"19632",365,2607,5
"19633",365,2682,3
"19634",365,2701,8
"19635",365,2827,6
"19636",365,2835,8
"19639",365,2857,6
"19641",365,2877,4
"19642",365,2880,8
"19643",365,2897,6
"19644",365,2908,5
"19645",365,2915,7
"19646",365,2919,4
"19650",365,2954,8
"19651",365,2984,6
"19656",365,3029,8
"19662",365,3085,7
"19663",365,3134,5
"19665",365,3261,8
"19668",365,3341,4
"19671",365,3375,6
"19672",365,3380,4
"19673",365,3388,5
"19674",365,3415,6
"19676",365,3435,4
"19677",365,3443,6
"19678",365,3486,4
"19679",365,3488,5
"19680",365,3524,6
"19682",365,3570,4
"19684",365,3626,4
"19685",365,3746,6
"19686",365,3757,6
"19694",365,3941,6
"19695",365,3994,6
"20220",377,393,4
"20221",377,402,4
"20223",377,413,4
"20224",377,420,6
"20225",377,421,7
"20226",377,427,6
"20228",377,437,4
"20229",377,442,4
"20230",377,455,6
"20231",377,456,6
"20233",377,467,4
"20238",377,497,4
"20239",377,502,5
"20242",377,514,6
"20243",377,525,6
"20245",377,534,4
"20251",377,574,4
"20252",377,579,6
"20253",377,596,6
"20254",377,598,5
"20256",377,609,6
"20257",377,613,5
"20258",377,626,7
"20259",377,634,4
"20261",377,645,6
"20263",377,661,5
"20264",377,664,4
"20265",377,666,3
"20266",377,678,5
"20267",377,679,6
"20268",377,681,7
"20269",377,696,7
"20270",377,697,4
"20271",377,707,7
"20272",377,720,6
"20273",377,724,7
"20276",377,752,7
"20277",377,754,6
"20278",377,765,6
"20281",377,781,5
"20284",377,794,5
"20286",377,809,5
"20287",377,813,6
"20288",377,824,7
"20289",377,844,7
"20290",377,862,5
"20292",377,881,4
"20294",377,911,5
"20298",377,985,5
"20300",377,1028,6
"20301",377,1030,7
"20302",377,1044,7
"20303",377,1062,6
"20305",377,1074,6
"20306",377,1077,7
"20307",377,1085,6
"20309",377,1104,7
"20310",377,1112,6
"20312",377,1127,6
"20315",377,1175,6
"20316",377,1180,5
"20317",377,1185,6
"20318",377,1203,6
"20320",377,1227,8
"20322",377,1268,8
"20323",377,1274,7
"20324",377,1368,7
"20327",377,1419,6
"20328",377,1437,7
"20329",377,1465,5
"20330",377,1486,7
"20331",377,1492,8
"20332",377,1498,7
"20333",377,1543,3
"20334",377,1555,7
"20338",377,1620,3
"20340",377,1694,5
"20341",377,1704,5
"20343",377,1730,5
"20344",377,1744,7
"20345",377,1759,7
"20346",377,1763,5
"20349",377,1797,5
"20350",377,1799,6
"20352",377,1828,7
"20354",377,1846,5
"20357",377,1875,7
"20358",377,1896,6
"20361",377,1923,6
"20362",377,1947,4
"20365",377,1966,4
"20367",377,1986,6
"20369",377,2006,4
"20373",377,2069,6
"20376",377,2107,6
"20377",377,2118,8
"20379",377,2141,6
"20380",377,2158,8
"20383",377,2192,7
"20384",377,2196,6
"20385",377,2211,5
"20386",377,2230,6
"20387",377,2242,6
"20390",377,2295,8
"20392",377,2327,8
"20393",377,2332,7
"20394",377,2340,6
"20396",377,2381,6
"20397",377,2389,6
"20398",377,2413,5
"20399",377,2418,6
"20400",377,2452,7
"20402",377,2488,6
"20403",377,2498,5
"20405",377,2512,7
"20406",377,2523,6
"20407",377,2535,6
"20408",377,2585,7
"20409",377,2607,7
"20410",377,2682,7
"20411",377,2701,6
"20412",377,2827,6
"20413",377,2835,6
"20416",377,2857,4
"20418",377,2877,6
"20419",377,2880,6
"20420",377,2897,6
"20421",377,2908,5
"20422",377,2915,7
"20423",377,2919,6
"20427",377,2954,4
"20428",377,2984,6
"20433",377,3029,6
"20439",377,3085,3
"20440",377,3134,5
"20442",377,3261,6
"20445",377,3341,6
"20448",377,3375,6
"20449",377,3380,8
"20450",377,3388,7
"20451",377,3415,6
"20453",377,3435,6
"20454",377,3443,4
"20455",377,3486,4
"20456",377,3488,5
"20457",377,3524,6
"20459",377,3570,6
"20461",377,3626,6
"20462",377,3746,4
"20463",377,3757,6
"20471",377,3941,4
"20472",377,3994,4
"20989",393,402,4
"20991",393,413,4
"20992",393,420,6
"20993",393,421,5
"20994",393,427,4
"20996",393,437,4
"20997",393,442,4
"20998",393,455,6
